Hz,Gain
10195.37037,-0.040858251
10196.2963,-0.051736408
10197.22222,-0.063285144
10198.14815,-0.075129376
10199.07407,-0.086204124
10200,-0.097147873
10200.92593,-0.107055781
10201.85185,-0.117296027
10202.77778,-0.128275253
10203.7037,-0.138303362
10204.62963,-0.148794899
10205.55556,-0.159208918
10206.48148,-0.169551943
10207.40741,-0.179813268
10208.33333,-0.188436184
10209.25926,-0.198965788
10210.18519,-0.208641538
10211.11111,-0.215736907
10212.03704,-0.224105047
10212.96296,-0.232024579
10213.88889,-0.238586491
10214.81481,-0.245445465
10215.74074,-0.251894017
10216.66667,-0.256868806
10217.59259,-0.260939389
10218.51852,-0.265906991
10219.44444,-0.269908832
10220.37037,-0.271822746
10221.2963,-0.274883309
10222.22222,-0.27686853
10223.14815,-0.276865952
10224.07407,-0.277478769
10225,-0.277314995
10225.92593,-0.276212958
10226.85185,-0.274366005
10227.77778,-0.272032254
10228.7037,-0.270463216
10229.62963,-0.265336113
10230.55556,-0.258034292
10231.48148,-0.250352186
10232.40741,-0.244136102
10233.33333,-0.240402637
10234.25926,-0.23249367
10235.18519,-0.221234049
10236.11111,-0.209606049
10237.03704,-0.198278133
10237.96296,-0.184922292
10238.88889,-0.173647938
10239.81481,-0.161290911
10240.74074,-0.145798711
10241.66667,-0.129956775
10242.59259,-0.113602413
10243.51852,-0.096791704
10244.44444,-0.0791479
10245.37037,-0.060259668
10246.2963,-0.040453578
10247.22222,-0.020809715
10248.14815,1.13396e-05
10249.07407,0.021257231
10250,0.042814039
10250.92593,0.066744889
10251.85185,0.090714521
10252.77778,0.113206965
10253.7037,0.137049116
10254.62963,0.162807681
10255.55556,0.186748282
10256.48148,0.211391027
10257.40741,0.238103058
10258.33333,0.264248704
10259.25926,0.291829872
10260.18519,0.318732893
10261.11111,0.344945717
10262.03704,0.372474141
10262.96296,0.400836089
10263.88889,0.427731146
10264.81481,0.455083735
10265.74074,0.482375128
10266.66667,0.509627302
10267.59259,0.538414108
10268.51852,0.567103316
10269.44444,0.594797908
10270.37037,0.621837688
10271.2963,0.649536835
10272.22222,0.677139468
10273.14815,0.705252244
10274.07407,0.73361393
10275,0.761353116
10275.92593,0.788537218
10276.85185,0.813696571
10277.77778,0.840245537
10278.7037,0.86510896
10279.62963,0.887975594
10280.55556,0.913718733
10281.48148,0.939212122
10282.40741,0.962609746
10283.33333,0.985457967
10284.25926,1.008507452
10285.18519,1.032747389
10286.11111,1.055348979
10287.03704,1.0755995
10287.96296,1.09636175
10288.88889,1.116219085
10289.81481,1.135554086
10290.74074,1.15716734
10291.66667,1.175113033
10292.59259,1.191459479
10293.51852,1.207486767
10294.44444,1.224995458
10295.37037,1.24290424
10296.2963,1.259283591
10297.22222,1.273667933
10298.14815,1.287626764
10299.07407,1.30111412
10300,1.313338516
10300.92593,1.325886629
10301.85185,1.337373559
10302.77778,1.346284127
10303.7037,1.355295747
10304.62963,1.365531212
10305.55556,1.374775795
10306.48148,1.382686626
10307.40741,1.391605523
10308.33333,1.399234767
10309.25926,1.403488883
10310.18519,1.408413176
10311.11111,1.413617288
10312.03704,1.416574184
10312.96296,1.419514529
10313.88889,1.423826927
10314.81481,1.425320951
10315.74074,1.426601527
10316.66667,1.427325553
10317.59259,1.427317603
10318.51852,1.428004073
10319.44444,1.428562521
10320.37037,1.427732421
10321.2963,1.42560631
10322.22222,1.422587548
10323.14815,1.418817548
10324.07407,1.415714513
10325,1.412895688
10325.92593,1.408840731
10326.85185,1.403262951
10327.77778,1.398436069
10328.7037,1.393671743
10329.62963,1.387486907
10330.55556,1.379936638
10331.48148,1.373506545
10332.40741,1.367308946
10333.33333,1.361253776
10334.25926,1.354066634
10335.18519,1.345609266
10336.11111,1.337003064
10337.03704,1.328259322
10337.96296,1.319144815
10338.88889,1.31113342
10339.81481,1.301391526
10340.74074,1.290769482
10341.66667,1.28146821
10342.59259,1.27121233
10343.51852,1.260054161
10344.44444,1.249687539
10345.37037,1.239625124
10346.2963,1.229441349
10347.22222,1.218181192
10348.14815,1.207222098
10349.07407,1.196789146
10350,1.185611048
10350.92593,1.17346994
10351.85185,1.161403672
10352.77778,1.150281696
10353.7037,1.138779002
10354.62963,1.127128522
10355.55556,1.11539951
10356.48148,1.102541244
10357.40741,1.089081113
10358.33333,1.076387764
10359.25926,1.063862934
10360.18519,1.051745492
10361.11111,1.040011402
10362.03704,1.02661882
10362.96296,1.013071968
10363.88889,0.998585494
10364.81481,0.984753166
10365.74074,0.972453811
10366.66667,0.960759058
10367.59259,0.947496087
10368.51852,0.935357267
10369.44444,0.922343009
10370.37037,0.907738324
10371.2963,0.894085955
10372.22222,0.880858578
10373.14815,0.868750626
10374.07407,0.855661297
10375,0.841968841
10375.92593,0.828250612
10376.85185,0.815069248
10377.77778,0.803093954
10378.7037,0.790673503
10379.62963,0.777240466
10380.55556,0.764695308
10381.48148,0.752331875
10382.40741,0.740326338
10383.33333,0.729068586
10384.25926,0.717697747
10385.18519,0.704377033
10386.11111,0.692849974
10387.03704,0.682512338
10387.96296,0.671442794
10388.88889,0.660165976
10389.81481,0.648974585
10390.74074,0.63946792
10391.66667,0.632077243
10392.59259,0.623433698
10393.51852,0.614874773
10394.44444,0.60664616
10395.37037,0.597811487
10396.2963,0.590655737
10397.22222,0.584742959
10398.14815,0.580151019
10399.07407,0.574340068
10400,0.568177435
10400.92593,0.563342639
10401.85185,0.557782077
10402.77778,0.55379037
10403.7037,0.551705055
10404.62963,0.549785627
10405.55556,0.546472507
10406.48148,0.545218854
10407.40741,0.545099166
10408.33333,0.546553843
10409.25926,0.546710441
10410.18519,0.54767741
10411.11111,0.550374347
10412.03704,0.551689772
10412.96296,0.554075719
10413.88889,0.557903372
10414.81481,0.561359284
10415.74074,0.565605247
10416.66667,0.570059533
10417.59259,0.573652125
10418.51852,0.577741774
10419.44444,0.584134394
10420.37037,0.593177556
10421.2963,0.603304877
10422.22222,0.612919722
10423.14815,0.621039893
10424.07407,0.62748736
10425,0.633462831
10425.92593,0.641906703
10426.85185,0.651173163
10427.77778,0.660079627
10428.7037,0.669640606
10429.62963,0.681280976
10430.55556,0.692222308
10431.48148,0.702371841
10432.40741,0.714452977
10433.33333,0.726509142
10434.25926,0.736660375
10435.18519,0.748098285
10436.11111,0.76038566
10437.03704,0.772407539
10437.96296,0.786260296
10438.88889,0.800022808
10439.81481,0.811310527
10440.74074,0.822337156
10441.66667,0.832941181
10442.59259,0.845353828
10443.51852,0.858702537
10444.44444,0.86913366
10445.37037,0.879143257
10446.2963,0.890321904
10447.22222,0.901299042
10448.14815,0.914175485
10449.07407,0.925973375
10450,0.938624126
10450.92593,0.950001932
10451.85185,0.95922384
10452.77778,0.969015568
10453.7037,0.980169076
10454.62963,0.99021488
10455.55556,0.999731079
10456.48148,1.00920475
10457.40741,1.017447758
10458.33333,1.02778039
10459.25926,1.036466815
10460.18519,1.043703079
10461.11111,1.05296949
10462.03704,1.061098491
10462.96296,1.067889264
10463.88889,1.073303686
10464.81481,1.079836344
10465.74074,1.087541471
10466.66667,1.093404007
10467.59259,1.09805047
10468.51852,1.102806319
10469.44444,1.10802664
10470.37037,1.112764971
10471.2963,1.11648586
10472.22222,1.119540192
10473.14815,1.12174291
10474.07407,1.122518491
10475,1.124103484
10475.92593,1.126188631
10476.85185,1.12820436
10477.77778,1.129174618
10478.7037,1.128478041
10479.62963,1.127983372
10480.55556,1.126549601
10481.48148,1.125160944
10482.40741,1.123607501
10483.33333,1.121934967
10484.25926,1.11997019
10485.18519,1.117789249
10486.11111,1.112986843
10487.03704,1.108453079
10487.96296,1.10358237
10488.88889,1.099581546
10489.81481,1.095772753
10490.74074,1.090122818
10491.66667,1.083297943
10492.59259,1.076132745
10493.51852,1.07119227
10494.44444,1.064314134
10495.37037,1.054595493
10496.2963,1.04549739
10497.22222,1.037794105
10498.14815,1.030319869
10499.07407,1.020141922
10500,1.009733339
10500.92593,0.998596325
10501.85185,0.987914518
10502.77778,0.978154677
10503.7037,0.966708216
10504.62963,0.954922526
10505.55556,0.943739923
10506.48148,0.933399202
10507.40741,0.922298776
10508.33333,0.908691865
10509.25926,0.895820532
10510.18519,0.88391736
10511.11111,0.869804103
10512.03704,0.855512619
10512.96296,0.842008972
10513.88889,0.828466147
10514.81481,0.813493833
10515.74074,0.798105632
10516.66667,0.784135751
10517.59259,0.771100804
10518.51852,0.756671411
10519.44444,0.741493162
10520.37037,0.7258183
10521.2963,0.712182755
10522.22222,0.697813616
10523.14815,0.681116624
10524.07407,0.665445302
10525,0.649922058
10525.92593,0.632800385
10526.85185,0.616145565
10527.77778,0.601327587
10528.7037,0.5873043
10529.62963,0.570790194
10530.55556,0.553622369
10531.48148,0.539554696
10532.40741,0.5245789
10533.33333,0.50729095
10534.25926,0.491457084
10535.18519,0.478149669
10536.11111,0.464536986
10537.03704,0.44914286
10537.96296,0.433468942
10538.88889,0.418786363
10539.81481,0.403683653
10540.74074,0.389702713
10541.66667,0.376097545
10542.59259,0.361683452
10543.51852,0.348631217
10544.44444,0.335713784
10545.37037,0.323430415
10546.2963,0.311097229
10547.22222,0.298411048
10548.14815,0.286023682
10549.07407,0.275495528
10550,0.266199816
10550.92593,0.255544778
10551.85185,0.2451282
10552.77778,0.234660927
10553.7037,0.223269032
10554.62963,0.213807166
10555.55556,0.204467434
10556.48148,0.195342465
10557.40741,0.188135975
10558.33333,0.180391949
10559.25926,0.173100593
10560.18519,0.167793147
10561.11111,0.163745661
10562.03704,0.15861798
10562.96296,0.15315262
10563.88889,0.148297188
10564.81481,0.146061733
10565.74074,0.142070303
10566.66667,0.137276222
10567.59259,0.136392306
10568.51852,0.137475605
10569.44444,0.137137872
10570.37037,0.135426344
10571.2963,0.134915433
10572.22222,0.136193502
10573.14815,0.137793419
10574.07407,0.140370222
10575,0.143667416
10575.92593,0.147840265
10576.85185,0.15300182
10577.77778,0.157505362
10578.7037,0.159655339
10579.62963,0.165558334
10580.55556,0.172176694
10581.48148,0.178298617
10582.40741,0.186022277
10583.33333,0.194201805
10584.25926,0.202850227
10585.18519,0.21132291
10586.11111,0.218419894
10587.03704,0.228415743
10587.96296,0.238424043
10588.88889,0.248116703
10589.81481,0.259997196
10590.74074,0.272225515
10591.66667,0.283381716
10592.59259,0.29385067
10593.51852,0.3047789
10594.44444,0.317757352
10595.37037,0.330201233
10596.2963,0.342095603
10597.22222,0.35660771
10598.14815,0.369881786
10599.07407,0.382088512
10600,0.393867509
10600.92593,0.40633716
10601.85185,0.419943732
10602.77778,0.433498862
10603.7037,0.446353161
10604.62963,0.46068736
10605.55556,0.474535321
10606.48148,0.485903334
10607.40741,0.498450004
10608.33333,0.513117127
10609.25926,0.524994923
10610.18519,0.535553611
10611.11111,0.548296693
10612.03704,0.561040355
10612.96296,0.573253813
10613.88889,0.585012944
10614.81481,0.596397491
10615.74074,0.607293578
10616.66667,0.618165986
10617.59259,0.628118218
10618.51852,0.636969564
10619.44444,0.647639847
10620.37037,0.657411749
10621.2963,0.666505986
10622.22222,0.675410479
10623.14815,0.683558357
10624.07407,0.692268369
10625,0.700796602
10625.92593,0.707615695
10626.85185,0.714218671
10627.77778,0.719356143
10628.7037,0.724568789
10629.62963,0.729626868
10630.55556,0.733540138
10631.48148,0.738028948
10632.40741,0.742321042
10633.33333,0.745030754
10634.25926,0.747518423
10635.18519,0.749904872
10636.11111,0.751770638
10637.03704,0.753301555
10637.96296,0.752925803
10638.88889,0.753985717
10639.81481,0.75261418
10640.74074,0.749163088
10641.66667,0.747549522
10642.59259,0.746166375
10643.51852,0.743975414
10644.44444,0.740807151
10645.37037,0.736706386
10646.2963,0.730939352
10647.22222,0.72659151
10648.14815,0.722281645
10649.07407,0.714875546
10650,0.708133607
10650.92593,0.701700354
10651.85185,0.693583202
10652.77778,0.685124891
10653.7037,0.67559273
10654.62963,0.665594273
10655.55556,0.657151625
10656.48148,0.647097818
10657.40741,0.635427817
10658.33333,0.623449057
10659.25926,0.610231188
10660.18519,0.597003566
10661.11111,0.583630313
10662.03704,0.570778524
10662.96296,0.556938583
10663.88889,0.542432373
10664.81481,0.528087095
10665.74074,0.513026886
10666.66667,0.497696907
10667.59259,0.480320541
10668.51852,0.461841713
10669.44444,0.443304784
10670.37037,0.425982655
10671.2963,0.40891667
10672.22222,0.391685572
10673.14815,0.374302764
10674.07407,0.353269192
10675,0.332259643
10675.92593,0.313528349
10676.85185,0.293626671
10677.77778,0.272971325
10678.7037,0.252326862
10679.62963,0.23226914
10680.55556,0.212544053
10681.48148,0.19081183
10682.40741,0.169238748
10683.33333,0.147968889
10684.25926,0.125889845
10685.18519,0.105228647
10686.11111,0.083836492
10687.03704,0.061531378
10687.96296,0.040883371
10688.88889,0.0191489
10689.81481,-0.003928863
10690.74074,-0.02498658
10691.66667,-0.046691467
10692.59259,-0.067970084
10693.51852,-0.088627001
10694.44444,-0.110747524
10695.37037,-0.132041917
10696.2963,-0.152019616
10697.22222,-0.171538262
10698.14815,-0.192257462
10699.07407,-0.212081241
10700,-0.231610413
10700.92593,-0.251212983
10701.85185,-0.269750303
10702.77778,-0.289039751
10703.7037,-0.308067551
10704.62963,-0.325737256
10705.55556,-0.343535825
10706.48148,-0.362964931
10707.40741,-0.379763913
10708.33333,-0.395110258
10709.25926,-0.412005984
10710.18519,-0.428691322
10711.11111,-0.443925632
10712.03704,-0.459436427
10712.96296,-0.474873312
10713.88889,-0.487865044
10714.81481,-0.499359494
10715.74074,-0.511470448
10716.66667,-0.525472711
10717.59259,-0.539370092
10718.51852,-0.54903779
10719.44444,-0.556577733
10720.37037,-0.567381485
10721.2963,-0.579111076
10722.22222,-0.589447004
10723.14815,-0.597204987
10724.07407,-0.602471162
10725,-0.610216343
10725.92593,-0.617912772
10726.85185,-0.624619995
10727.77778,-0.630890891
10728.7037,-0.634487788
10729.62963,-0.639379816
10730.55556,-0.64246474
10731.48148,-0.643654047
10732.40741,-0.643824388
10733.33333,-0.643622481
10734.25926,-0.64506593
10735.18519,-0.645635304
10736.11111,-0.646669663
10737.03704,-0.645293024
10737.96296,-0.640601631
10738.88889,-0.637307983
10739.81481,-0.63516749
10740.74074,-0.630910627
10741.66667,-0.625344376
10742.59259,-0.621823849
10743.51852,-0.6167415
10744.44444,-0.609401759
10745.37037,-0.602894677
10746.2963,-0.594794142
10747.22222,-0.586688456
10748.14815,-0.577814713
10749.07407,-0.567978922
10750,-0.558605062
10750.92593,-0.550737364
10751.85185,-0.54034066
10752.77778,-0.528872978
10753.7037,-0.518570161
10754.62963,-0.508229107
10755.55556,-0.496603392
10756.48148,-0.48391122
10757.40741,-0.471879072
10758.33333,-0.45972591
10759.25926,-0.44807978
10760.18519,-0.436074946
10761.11111,-0.422093556
10762.03704,-0.408638414
10762.96296,-0.396433721
10763.88889,-0.383665268
10764.81481,-0.370090272
10765.74074,-0.357157453
10766.66667,-0.345299247
10767.59259,-0.332651888
10768.51852,-0.320435996
10769.44444,-0.309398462
10770.37037,-0.298089282
10771.2963,-0.28571195
10772.22222,-0.274798975
10773.14815,-0.263950751
10774.07407,-0.253449693
10775,-0.241733084
10775.92593,-0.23000902
10776.85185,-0.220214374
10777.77778,-0.210127989
10778.7037,-0.200501428
10779.62963,-0.192759115
10780.55556,-0.184284431
10781.48148,-0.176457598
10782.40741,-0.168291962
10783.33333,-0.161626885
10784.25926,-0.155978991
10785.18519,-0.148542435
10786.11111,-0.142267317
10787.03704,-0.138055299
10787.96296,-0.132515415
10788.88889,-0.12823046
10789.81481,-0.125869774
10790.74074,-0.124148949
10791.66667,-0.121614035
10792.59259,-0.118489573
10793.51852,-0.117724249
10794.44444,-0.117933523
10795.37037,-0.119711388
10796.2963,-0.120238096
10797.22222,-0.119692683
10798.14815,-0.120255513
10799.07407,-0.120491618
10800,-0.122590152
10800.92593,-0.127133679
10801.85185,-0.131410337
10802.77778,-0.133595896
10803.7037,-0.13807106
10804.62963,-0.144112322
10805.55556,-0.148584448
10806.48148,-0.15485966
10807.40741,-0.161888234
10808.33333,-0.16889417
10809.25926,-0.177038875
10810.18519,-0.184880093
10811.11111,-0.192579692
10812.03704,-0.200225924
10812.96296,-0.208500203
10813.88889,-0.21934993
10814.81481,-0.231035986
10815.74074,-0.240451026
10816.66667,-0.249955219
10817.59259,-0.259232706
10818.51852,-0.269845785
10819.44444,-0.28087464
10820.37037,-0.293344903
10821.2963,-0.307220929
10822.22222,-0.31937564
10823.14815,-0.328708139
10824.07407,-0.341438423
10825,-0.358772006
10825.92593,-0.373466991
10826.85185,-0.386055541
10827.77778,-0.40021668
10828.7037,-0.414520095
10829.62963,-0.429345127
10830.55556,-0.444257238
10831.48148,-0.459497412
10832.40741,-0.476317753
10833.33333,-0.491618718
10834.25926,-0.507069774
10835.18519,-0.523922086
10836.11111,-0.540638624
10837.03704,-0.556676062
10837.96296,-0.573727703
10838.88889,-0.593462329
10839.81481,-0.611057268
10840.74074,-0.626922738
10841.66667,-0.645281695
10842.59259,-0.662896536
10843.51852,-0.67999972
10844.44444,-0.699727265
10845.37037,-0.719889605
10846.2963,-0.737605091
10847.22222,-0.755627617
10848.14815,-0.775477335
10849.07407,-0.79388938
10850,-0.811606573
10850.92593,-0.830320841
10851.85185,-0.85023411
10852.77778,-0.868119784
10853.7037,-0.886140557
10854.62963,-0.907892488
10855.55556,-0.928478252
10856.48148,-0.945903612
10857.40741,-0.96397779
10858.33333,-0.984783981
10859.25926,-1.00605128
10860.18519,-1.025809791
10861.11111,-1.04469717
10862.03704,-1.062391296
10862.96296,-1.081640153
10863.88889,-1.101907911
10864.81481,-1.120699499
10865.74074,-1.140690956
10866.66667,-1.159878639
10867.59259,-1.179361358
10868.51852,-1.196598623
10869.44444,-1.214364414
10870.37037,-1.233942512
10871.2963,-1.251274987
10872.22222,-1.267139555
10873.14815,-1.284170367
10874.07407,-1.301766291
10875,-1.318732178
10875.92593,-1.335603729
10876.85185,-1.352094065
10877.77778,-1.368950726
10878.7037,-1.38415518
10879.62963,-1.399418484
10880.55556,-1.414339063
10881.48148,-1.427448633
10882.40741,-1.441987904
10883.33333,-1.457311291
10884.25926,-1.471602987
10885.18519,-1.48453702
10886.11111,-1.495946146
10887.03704,-1.507651473
10887.96296,-1.52021349
10888.88889,-1.532589039
10889.81481,-1.544125305
10890.74074,-1.551971635
10891.66667,-1.561879894
10892.59259,-1.572227677
10893.51852,-1.583380173
10894.44444,-1.592816171
10895.37037,-1.599876109
10896.2963,-1.60615859
10897.22222,-1.613735799
10898.14815,-1.620732123
10899.07407,-1.626666834
10900,-1.633535069
10900.92593,-1.641305114
10901.85185,-1.647230544
10902.77778,-1.651633947
10903.7037,-1.655071844
10904.62963,-1.656843042
10905.55556,-1.660405348
10906.48148,-1.664387219
10907.40741,-1.66830794
10908.33333,-1.670684389
10909.25926,-1.671781635
10910.18519,-1.673721047
10911.11111,-1.67494292
10912.03704,-1.677674201
10912.96296,-1.67895216
10913.88889,-1.679135922
10914.81481,-1.680482692
10915.74074,-1.679133688
10916.66667,-1.679761296
10917.59259,-1.681451365
10918.51852,-1.680583985
10919.44444,-1.679698516
10920.37037,-1.676504909
10921.2963,-1.674618564
10922.22222,-1.673271104
10923.14815,-1.672324717
10924.07407,-1.670935189
10925,-1.669797595
10925.92593,-1.668462285
10926.85185,-1.667276265
10927.77778,-1.666715994
10928.7037,-1.662891205
10929.62963,-1.657629742
10930.55556,-1.65538611
10931.48148,-1.653533431
10932.40741,-1.650616723
10933.33333,-1.646972888
10934.25926,-1.644602053
10935.18519,-1.643156296
10936.11111,-1.641295412
10937.03704,-1.640807809
10937.96296,-1.638754915
10938.88889,-1.636211343
10939.81481,-1.634349896
10940.74074,-1.63129996
10941.66667,-1.629352131
10942.59259,-1.627856944
10943.51852,-1.625978756
10944.44444,-1.625594617
10945.37037,-1.624328914
10946.2963,-1.622195531
10947.22222,-1.620330963
10948.14815,-1.621042541
10949.07407,-1.619715836
10950,-1.619497854
10950.92593,-1.618723672
10951.85185,-1.618081865
10952.77778,-1.619368896
10953.7037,-1.621770402
10954.62963,-1.621182264
10955.55556,-1.620569831
10956.48148,-1.621731868
10957.40741,-1.625229502
10958.33333,-1.628123915
10959.25926,-1.629030614
10960.18519,-1.632079495
10961.11111,-1.633362729
10962.03704,-1.633928035
10962.96296,-1.637275027
10963.88889,-1.641422552
10964.81481,-1.645938214
10965.74074,-1.648811104
10966.66667,-1.651005986
10967.59259,-1.655742998
10968.51852,-1.661149166
10969.44444,-1.665572948
10970.37037,-1.67125778
10971.2963,-1.677314712
10972.22222,-1.683012234
10973.14815,-1.690015431
10974.07407,-1.697038245
10975,-1.703553711
10975.92593,-1.710933957
10976.85185,-1.718930019
10977.77778,-1.725473173
10978.7037,-1.735936615
10979.62963,-1.746165878
10980.55556,-1.753711404
10981.48148,-1.763394149
10982.40741,-1.77341528
10983.33333,-1.785853167
10984.25926,-1.797309186
10985.18519,-1.807165619
10986.11111,-1.817687578
10987.03704,-1.827995602
10987.96296,-1.839661132
10988.88889,-1.851792971
10989.81481,-1.864875958
10990.74074,-1.877956031
10991.66667,-1.890105726
10992.59259,-1.902781185
10993.51852,-1.9165628
10994.44444,-1.93102351
10995.37037,-1.944266646
10996.2963,-1.959161182
10997.22222,-1.976002472
10998.14815,-1.993766743
10999.07407,-2.009648147
11000,-2.024980872
11000.92593,-2.041993238
11001.85185,-2.059692812
11002.77778,-2.075176771
11003.7037,-2.090448186
11004.62963,-2.105709179
11005.55556,-2.124357107
11006.48148,-2.144177979
11007.40741,-2.16269066
11008.33333,-2.182443948
11009.25926,-2.197996988
11010.18519,-2.213537566
11011.11111,-2.23218947
11012.03704,-2.252188585
11012.96296,-2.272177348
11013.88889,-2.292348951
11014.81481,-2.309904996
11015.74074,-2.329929089
11016.66667,-2.350571938
11017.59259,-2.370564785
11018.51852,-2.389120805
11019.44444,-2.408640324
11020.37037,-2.429741898
11021.2963,-2.449161493
11022.22222,-2.469326983
11023.14815,-2.489672441
11024.07407,-2.508603386
11025,-2.527151418
11025.92593,-2.548497263
11026.85185,-2.568005143
11027.77778,-2.587004716
11028.7037,-2.609309598
11029.62963,-2.630762061
11030.55556,-2.648482899
11031.48148,-2.669020583
11032.40741,-2.688965782
11033.33333,-2.70746864
11034.25926,-2.727774725
11035.18519,-2.748871738
11036.11111,-2.76662208
11037.03704,-2.786048864
11037.96296,-2.807648237
11038.88889,-2.829628059
11039.81481,-2.8500636
11040.74074,-2.867855866
11041.66667,-2.887242101
11042.59259,-2.90656355
11043.51852,-2.927600103
11044.44444,-2.950132905
11045.37037,-2.970027223
11046.2963,-2.987070775
11047.22222,-3.006154436
11048.14815,-3.024902845
11049.07407,-3.041384104
11050,-3.06081674
11050.92593,-3.079126193
11051.85185,-3.095872545
11052.77778,-3.112603824
11053.7037,-3.130538898
11054.62963,-3.149651349
11055.55556,-3.169860566
11056.48148,-3.186163714
11057.40741,-3.199642126
11058.33333,-3.214835092
11059.25926,-3.232639862
11060.18519,-3.249632413
11061.11111,-3.264929639
11062.03704,-3.281335152
11062.96296,-3.297763049
11063.88889,-3.312123475
11064.81481,-3.325868889
11065.74074,-3.339290339
11066.66667,-3.355027205
11067.59259,-3.370451557
11068.51852,-3.38560251
11069.44444,-3.399272235
11070.37037,-3.408258293
11071.2963,-3.420216407
11072.22222,-3.433315175
11073.14815,-3.446071554
11074.07407,-3.458983487
11075,-3.469206816
11075.92593,-3.476784739
11076.85185,-3.484523818
11077.77778,-3.495585632
11078.7037,-3.507405936
11079.62963,-3.517627881
11080.55556,-3.527717482
11081.48148,-3.53689509
11082.40741,-3.543074999
11083.33333,-3.550040897
11084.25926,-3.555731758
11085.18519,-3.561316274
11086.11111,-3.567581145
11087.03704,-3.575031807
11087.96296,-3.580699688
11088.88889,-3.584241802
11089.81481,-3.588477166
11090.74074,-3.59057316
11091.66667,-3.59364897
11092.59259,-3.596318555
11093.51852,-3.597978478
11094.44444,-3.597220662
11095.37037,-3.597113482
11096.2963,-3.598324771
11097.22222,-3.598972529
11098.14815,-3.599159822
11099.07407,-3.599637731
11100,-3.599818373
11100.92593,-3.598676545
11101.85185,-3.597262329
11102.77778,-3.596399494
11103.7037,-3.591963695
11104.62963,-3.589748265
11105.55556,-3.587777071
11106.48148,-3.584035342
11107.40741,-3.579129632
11108.33333,-3.57385403
11109.25926,-3.571655563
11110.18519,-3.569558154
11111.11111,-3.565253002
11112.03704,-3.559416232
11112.96296,-3.553473669
11113.88889,-3.547980831
11114.81481,-3.542747988
11115.74074,-3.538105658
11116.66667,-3.533904365
11117.59259,-3.529309278
11118.51852,-3.524890231
11119.44444,-3.51672444
11120.37037,-3.509399405
11121.2963,-3.503498521
11122.22222,-3.498300093
11123.14815,-3.494231484
11124.07407,-3.488193637
11125,-3.482211223
11125.92593,-3.480599283
11126.85185,-3.478415891
11127.77778,-3.471002039
11128.7037,-3.465482033
11129.62963,-3.462952638
11130.55556,-3.460320243
11131.48148,-3.455722238
11132.40741,-3.451881737
11133.33333,-3.448935715
11134.25926,-3.445378354
11135.18519,-3.443407669
11136.11111,-3.441572564
11137.03704,-3.439109043
11137.96296,-3.437216269
11138.88889,-3.437160713
11139.81481,-3.43829447
11140.74074,-3.439158696
11141.66667,-3.438070963
11142.59259,-3.437912656
11143.51852,-3.440720192
11144.44444,-3.444727839
11145.37037,-3.447269377
11146.2963,-3.451101275
11147.22222,-3.456304516
11148.14815,-3.457941522
11149.07407,-3.462014187
11150,-3.468662365
11150.92593,-3.474712166
11151.85185,-3.481739451
11152.77778,-3.490857027
11153.7037,-3.498202666
11154.62963,-3.504930568
11155.55556,-3.513349967
11156.48148,-3.524032751
11157.40741,-3.534688042
11158.33333,-3.54507186
11159.25926,-3.556839961
11160.18519,-3.566790828
11161.11111,-3.577971255
11162.03704,-3.592842381
11162.96296,-3.608459124
11163.88889,-3.620485734
11164.81481,-3.634802016
11165.74074,-3.650976775
11166.66667,-3.665527699
11167.59259,-3.6781485
11168.51852,-3.694797508
11169.44444,-3.71450239
11170.37037,-3.728906498
11171.2963,-3.746924169
11172.22222,-3.769213601
11173.14815,-3.787456021
11174.07407,-3.804279741
11175,-3.824094254
11175.92593,-3.845064024
11176.85185,-3.867581951
11177.77778,-3.889123709
11178.7037,-3.910130891
11179.62963,-3.93066359
11180.55556,-3.952127444
11181.48148,-3.974048623
11182.40741,-3.997633035
11183.33333,-4.020147478
11184.25926,-4.043114987
11185.18519,-4.065892234
11186.11111,-4.089652051
11187.03704,-4.11220265
11187.96296,-4.134772483
11188.88889,-4.15814939
11189.81481,-4.183329681
11190.74074,-4.207839321
11191.66667,-4.229070725
11192.59259,-4.252457428
11193.51852,-4.275999966
11194.44444,-4.299207886
11195.37037,-4.322702411
11196.2963,-4.344001611
11197.22222,-4.364331907
11198.14815,-4.387650197
11199.07407,-4.409484129
11200,-4.431204012
11200.92593,-4.455981708
11201.85185,-4.480505441
11202.77778,-4.502322765
11203.7037,-4.524962521
11204.62963,-4.546780545
11205.55556,-4.566671235
11206.48148,-4.586124098
11207.40741,-4.605492059
11208.33333,-4.626701837
11209.25926,-4.650580227
11210.18519,-4.671306376
11211.11111,-4.69278775
11212.03704,-4.71258779
11212.96296,-4.728583895
11213.88889,-4.748829573
11214.81481,-4.768715071
11215.74074,-4.78599665
11216.66667,-4.802303217
11217.59259,-4.819633343
11218.51852,-4.837321508
11219.44444,-4.856035623
11220.37037,-4.875884738
11221.2963,-4.890607441
11222.22222,-4.905262269
11223.14815,-4.918546991
11224.07407,-4.931987528
11225,-4.947982005
11225.92593,-4.963997522
11226.85185,-4.976607389
11227.77778,-4.989928064
11228.7037,-5.001787135
11229.62963,-5.016498463
11230.55556,-5.027857296
11231.48148,-5.039878043
11232.40741,-5.050552177
11233.33333,-5.059886524
